Countycode,County,Jurisdiction (NCIC),BCS number,ID,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,W_Race/Ethnicity,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
43,Santa Clara,4313,37224,431337224,1,7,2017,1,1,female,Asian,Other Asian,20,1,Girlfriend,,,,7,3,2017,2,2017,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4313,37837,431337837,1,10,2017,1,1,female,Hispanic,Hispanic,32,1,Girlfriend,,,,10,6,2017,6,2017,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4313,38654,431338654,1,2,2018,1,1,female,Hispanic,Hispanic,32,1,Girlfriend,,,,2,5,2018,2,2018,Rifle,Parking lot,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4313,39866,431339866,1,8,2018,1,1,female,Asian,Other Asian,49,1,Wife,,,,8,16,2018,5,2018,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4313,40367,431340367,1,11,2018,1,1,female,White,White,21,1,Girlfriend,,,,11,18,2018,1,2018,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4313,42912,431342912,1,12,2019,1,1,male,Hispanic,Hispanic,31,1,Boyfriend,,,,12,25,2019,4,2019,Other,Street/side walk,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4304,44662,430444662,1,08,2020,1,1,female,Hispanic,Hispanic,47,1,Girlfriend,,,,08,17,2020,2,2020,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4308,45109,430845109,1,10,2020,1,1,female,Hispanic,Hispanic,40,1,Girlfriend,,,,10,10,2020,7,2020,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
43,Santa Clara,4313,43164,431343164,1,01,2020,1,1,female,Hispanic,Hispanic,56,1,Girlfriend,,,,01,25,2020,7,2020,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,00176,440000176,2,3,2001,3,1,female,White,White,38,1,Wife,,,,3,28,2001,4,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,00176,440000176,3,3,2001,3,1,male,White,White,12,1,Son,,,,3,28,2001,4,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,01726,440001726,1,9,2003,1,1,female,White,White,17,1,Girlfriend,,,,2,10,2003,2,2003,Knife or other stabbing instrument,"Park, public use area",Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4404,05794,440405794,1,10,2005,1,1,female,White,White,45,1,Wife,,,,10,6,2005,5,2005,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,07255,440007255,1,3,2006,1,1,female,White,White,50,1,Wife,,,,3,14,2006,3,2006,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4402,11853,440211853,1,9,2007,1,1,female,White,White,42,1,Wife,,,,9,4,2007,3,2007,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,19536,440019536,1,2,2010,1,1,female,White,White,37,1,Girlfriend,,,,2,28,2010,1,2010,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,20596,440020596,1,9,2010,1,1,male,White,White,61,1,Ex-husband,,,,9,23,2010,5,2010,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4402,19176,440219176,1,1,2010,1,1,female,White,White,24,1,Girlfriend,,,,1,10,2010,1,2010,Handgun (pistol/revolver),Other commercial business,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4402,20097,440220097,1,7,2010,1,1,female,Hispanic,Hispanic,42,1,Girlfriend,,,,7,24,2010,7,2010,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,23634,440023634,1,12,2011,1,1,female,White,White,88,1,Wife,,,,12,23,2011,6,2011,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4402,22153,440222153,1,4,2011,1,1,female,White,White,30,1,Girlfriend,,,,4,7,2011,5,2011,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
44,Santa Cruz,4400,41664,440041664,1,6,2019,1,1,female,White,White,45,1,Wife,,,,6,16,2019,1,2019,Shotgun,Shared residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
45,Shasta,4501,00975,450100975,1,7,2001,1,1,male,White,White,38,1,Husband,,,,7,22,2001,1,2001,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4502,02097,450202097,1,12,2001,1,1,male,White,White,51,1,Boyfriend,,,,12,10,2001,2,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4502,00809,450200809,1,3,2004,1,1,female,Hispanic,Hispanic,20,1,Girlfriend,,,,3,5,2004,6,2004,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4500,06653,450006653,1,1,2006,1,1,female,White,White,44,1,Wife,,,,1,6,2006,6,2006,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4502,09168,450209168,1,10,2006,1,1,female,White,White,48,1,Wife,,,,7,16,2006,1,2006,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4500,14373,450014373,1,5,2008,1,1,male,White,White,68,1,Ex-husband,,,,5,29,2008,5,2008,Blunt object,Vacant field,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
45,Shasta,4500,20619,450020619,1,8,2010,1,1,female,White,White,24,1,Wife,,,,8,15,2010,1,2010,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4502,21766,450221766,1,1,2011,1,1,male,White,White,29,1,Boyfriend,,,,1,1,2011,7,2011,Other,Parking lot,Domestic Violence,Non-death penalty homicide.
45,Shasta,4500,33995,450033995,1,3,2016,1,1,female,White,White,36,1,Wife,,,,3,9,2016,4,2016,Rifle,Victim’s residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
45,Shasta,4500,36621,450036621,1,3,2017,1,1,female,White,White,38,1,Wife,,,,3,15,2017,4,2017,Unknown,Residence of offender,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
45,Shasta,4500,40953,450040953,1,11,2018,1,1,female,White,White,53,1,Wife,,,,11,6,2018,3,2018,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
45,Shasta,4501,39706,450139706,1,7,2018,1,1,male,White,White,54,1,Boyfriend,,,,7,22,2018,1,2018,Other,Street/side walk,Domestic Violence,Non-death penalty homicide.
45,Shasta,4500,45315,450045315,1,09,2020,1,1,male,White,White,42,1,Father,,,,09,11,2020,6,2020,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Unable to determine (not enough information)
47,Siskiyou,4700,19580,470019580,1,5,2010,1,1,female,White,White,24,1,Girlfriend,,,,4,17,2010,7,2010,"Personal weapon (hands/feet, etc)",Residence of offender,Domestic Violence,Unable to determine (not enough information)
47,Siskiyou,4700,25551,470025551,1,10,2012,1,1,female,White,White,30,1,Wife,,,,10,16,2012,3,2012,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
47,Siskiyou,4709,32205,470932205,1,7,2015,1,1,female,White,White,34,1,Girlfriend,,,,7,1,2015,4,2015,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
47,Siskiyou,4705,37748,470537748,1,10,2017,1,1,female,White,White,24,1,Girlfriend,,,,10,10,2017,3,2017,Firearm (not specified),Victim’s residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
48,Solano,4807,00477,480700477,1,4,2001,1,1,female,White,White,51,1,Wife,,,,4,26,2001,5,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4806,01524,480601524,1,8,2002,1,1,female,Asian,Asian Indian,41,1,Wife,,,,8,6,2002,3,2002,Blunt object,Residence of offender,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,01715,480701715,1,9,2002,1,1,female,White,White,46,1,Girlfriend,,,,9,10,2002,3,2002,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,00582,480300582,1,4,2003,1,1,female,Black or African American,Black,40,1,Wife,,,,4,4,2003,6,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,04065,480304065,1,7,2003,1,1,female,Black or African American,Black,23,1,Ex-wife,,,,7,17,2003,5,2003,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
48,Solano,4806,00897,480600897,1,3,2004,1,1,female,White,White,68,1,Wife,,,,3,19,2004,6,2004,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,03563,480703563,1,7,2004,1,1,female,Hispanic,Hispanic,27,1,Girlfriend,,,,7,27,2004,3,2004,Rope/Garrote,Any vehicle,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,04527,480304527,1,3,2005,1,1,female,White,White,42,1,Wife,,,,3,4,2005,6,2005,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,04332,480304332,1,4,2005,1,1,female,Black or African American,Black,43,1,Girlfriend,,,,4,11,2005,2,2005,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4806,04388,480604388,1,5,2005,1,1,female,White,White,28,1,Wife,,,,5,19,2005,5,2005,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,03972,480703972,1,1,2005,1,1,female,White,White,48,1,Girlfriend,,,,1,17,2005,2,2005,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,09169,480309169,1,11,2006,1,1,female,Black or African American,Black,28,1,Girlfriend,,,,11,24,2006,6,2006,Handgun (pistol/revolver),Other,Domestic Violence,Non-death penalty homicide.
48,Solano,4805,09313,480509313,1,11,2006,1,1,male,White,White,32,1,Husband,,,,11,13,2006,2,2006,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4800,10053,480010053,1,1,2007,1,1,male,White,White,32,1,Husband,,,,1,17,2007,4,2007,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4801,12622,480112622,1,12,2007,1,1,female,Other,Other,49,1,Wife,,,,12,19,2007,4,2007,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,12793,480312793,1,11,2007,1,1,male,White,White,38,1,Boyfriend,,,,11,5,2007,2,2007,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,12261,480712261,1,10,2007,1,1,female,American Indian and Alaska Native,American Indian,27,1,Homosexual relationship,,,,10,7,2007,1,2007,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,12716,480712716,1,11,2007,1,1,female,Black or African American,Black,38,1,Wife,,,,11,23,2007,6,2007,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,13527,480313527,1,2,2008,1,1,female,Black or African American,Black,19,1,Girlfriend,,,,2,20,2008,4,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4805,16060,480516060,1,1,2008,1,1,female,Hispanic,Hispanic,32,1,Wife,,,,1,7,2008,2,2008,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,14781,480714781,1,4,2008,1,1,male,Black or African American,Black,24,1,Boyfriend,,,,4,20,2008,1,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4800,21558,480021558,1,5,2010,1,1,female,Hispanic,Hispanic,32,1,Wife,,,,5,9,2010,1,2010,Rifle,Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4801,19447,480119447,1,4,2010,1,1,female,White,White,49,1,Girlfriend,,,,4,13,2010,3,2010,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,20996,480320996,1,11,2010,2,1,female,Hispanic,Hispanic,45,1,Girlfriend,,,,11,13,2010,7,2010,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,21388,480721388,1,8,2010,2,1,female,Asian,Filipino,63,1,Wife,,,,8,22,2010,1,2010,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,21391,480721391,1,9,2010,1,1,female,Asian,Filipino,33,1,Girlfriend,,,,9,20,2010,2,2010,Blunt object,Parking lot,Domestic Violence,Non-death penalty homicide.
48,Solano,4800,23983,480023983,1,11,2011,1,1,female,Hispanic,Hispanic,25,1,Wife,,,,11,10,2011,5,2011,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
48,Solano,4801,21841,480121841,1,2,2011,1,1,female,White,White,26,1,Girlfriend,,,,2,11,2011,6,2011,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,22324,480322324,1,5,2011,2,1,female,White,White,27,1,Ex-wife,,,,5,7,2011,7,2011,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,23017,480323017,1,9,2011,1,1,female,White,White,39,1,Wife,,,,9,1,2011,5,2011,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4806,23029,480623029,1,9,2011,1,1,female,White,White,34,1,Girlfriend,,,,9,8,2011,5,2011,Firearm (not specified),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
48,Solano,4806,24154,480624154,1,1,2012,1,1,female,Asian,Cambodian,40,1,Girlfriend,,,,1,10,2012,3,2012,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,25506,480725506,1,8,2012,1,1,female,White,White,37,1,Girlfriend,,,,8,8,2012,4,2012,Asphyxiation,"Hotel, motel",Domestic Violence,Non-death penalty homicide.
48,Solano,4805,28510,480528510,1,6,2013,1,1,female,Hispanic,Hispanic,30,1,Girlfriend,,,,6,25,2013,3,2013,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,26837,480726837,1,3,2013,1,1,female,Black or African American,Black,52,1,Common-law wife,,,,3,3,2013,1,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,27454,480727454,1,6,2013,1,1,female,Other,Other,48,1,Wife,,,,6,8,2013,7,2013,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,29048,480729048,1,1,2014,1,1,male,White,White,47,1,Boyfriend,,,,1,22,2014,4,2014,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,29361,480729361,1,4,2014,1,1,female,White,White,52,1,Girlfriend,,,,4,24,2014,5,2014,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,29864,480729864,1,7,2014,1,1,female,White,White,40,1,Girlfriend,,,,7,26,2014,7,2014,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,30161,480730161,1,8,2014,1,1,female,White,White,42,1,Wife,,,,8,19,2014,3,2014,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,34366,480734366,1,5,2016,1,1,female,White,White,47,1,Girlfriend,,,,5,19,2016,5,2016,"Personal weapon (hands/feet, etc)",Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
48,Solano,4807,35739,480735739,1,11,2016,1,1,female,Black or African American,Black,36,1,Wife,,,,11,23,2016,4,2016,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,35928,480735928,1,12,2016,1,1,female,Black or African American,Black,35,1,Ex-wife,,,,12,17,2016,7,2016,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4803,36420,480336420,1,2,2017,1,1,female,Other,Other,48,1,Wife,,,,2,10,2017,6,2017,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4806,39726,480639726,1,7,2018,1,1,female,White,White,22,1,Girlfriend,,,,7,22,2018,1,2018,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,38908,480738908,1,1,2018,1,1,female,Black or African American,Black,45,1,Girlfriend,,,,7,20,2016,4,2016,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4806,41380,480641380,1,4,2019,1,1,female,Native Hawaiian and Other Pacific Islander,Pacific Islander,50,1,Girlfriend,,,,4,13,2019,7,2019,"Personal weapon (hands/feet, etc)",Residence of offender,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,41658,480741658,1,5,2019,1,1,female,Black or African American,Black,37,1,Girlfriend,,,,5,29,2019,4,2019,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4800,44307,480044307,1,06,2020,1,1,female,Black or African American,Black,33,1,Girlfriend,,,,06,29,2020,2,2020,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,43602,480743602,1,02,2020,2,1,female,Black or African American,Black,26,1,Girlfriend,,,,02,13,2020,5,2020,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
48,Solano,4807,43837,480743837,1,04,2020,2,1,female,Black or African American,Black,53,1,Girlfriend,,,,04,20,2020,2,2020,Shotgun,Residence of offender,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4905,02049,490502049,1,11,2002,1,1,female,White,White,43,1,Girlfriend,,,,11,28,2002,5,2002,Other,Victim’s residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4908,02351,490802351,1,9,2002,1,1,female,White,White,46,1,Wife,,,,9,3,2002,3,2002,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4900,03234,490003234,1,10,2004,1,1,female,White,White,34,1,Wife,,,,10,12,2004,3,2004,Blunt object,Other,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4900,04015,490004015,1,2,2005,1,1,female,Hispanic,Hispanic,20,1,Girlfriend,,,,2,19,2005,7,2005,Knife or other stabbing instrument,Unknown,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4908,08431,490808431,1,8,2006,1,1,female,Hispanic,Hispanic,40,1,Girlfriend,,,,8,20,2006,1,2006,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4905,14376,490514376,1,5,2008,1,1,female,Hispanic,Hispanic,25,1,Girlfriend,,,,5,11,2008,1,2008,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4900,16263,490016263,1,1,2009,1,1,male,White,White,46,1,Homosexual relationship,,,,1,2,2009,6,2009,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4905,16854,490516854,1,4,2009,1,1,male,White,White,68,1,Husband,,,,4,10,2009,6,2009,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4905,19204,490519204,1,1,2010,1,1,female,Asian,Other Asian,58,1,Wife,,,,1,30,2010,7,2010,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4907,19826,490719826,1,4,2010,1,1,female,White,White,78,1,Wife,,,,4,21,2010,4,2010,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
49,Sonoma,4908,19205,490819205,1,1,2010,1,1,female,Asian,Other Asian,37,1,Wife,,,,1,9,2010,7,2010,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4908,24713,490824713,1,4,2012,1,1,female,White,White,43,1,Wife,,,,4,15,2012,1,2012,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4905,27619,490527619,1,7,2013,1,1,female,White,White,64,1,Wife,,,,7,24,2013,4,2013,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4900,30248,490030248,1,9,2014,1,1,female,White,White,73,1,Wife,,,,9,13,2014,7,2014,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4900,37462,490037462,1,8,2017,1,1,female,White,White,67,1,Wife,,,,8,4,2017,6,2017,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
49,Sonoma,4905,37480,490537480,1,8,2017,1,1,female,Hispanic,Hispanic,43,1,Girlfriend,,,,8,18,2017,6,2017,Blunt object,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
49,Sonoma,4908,44319,490844319,1,07,2020,1,1,female,White,White,54,1,Wife,,,,07,02,2020,5,2020,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,04107,500004107,1,7,2001,1,1,female,Hispanic,Hispanic,21,1,Girlfriend,,,,7,10,2001,3,2001,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,01515,500001515,1,9,2001,1,1,male,White,White,31,1,Boyfriend,,,,9,28,2001,6,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,01340,500201340,1,8,2001,1,1,female,Native Hawaiian and Other Pacific Islander,Pacific Islander,42,1,Girlfriend,,,,8,5,2001,1,2001,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,01343,500201343,1,9,2001,1,1,female,White,White,33,1,Girlfriend,,,,9,12,2001,4,2001,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,01344,500201344,1,9,2001,1,1,female,White,White,37,1,Girlfriend,,,,9,15,2001,7,2001,Other,Street/side walk,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5007,02135,500702135,1,9,2001,1,1,female,White,White,31,1,Girlfriend,,,,9,27,2001,5,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,00604,500000604,1,4,2002,1,1,female,Hispanic,Hispanic,29,1,Common-law wife,,,,4,20,2002,7,2002,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,02056,500002056,1,11,2002,1,1,female,White,White,80,1,Wife,,,,11,30,2002,7,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,01911,500001911,1,10,2003,1,1,female,Hispanic,Hispanic,59,1,Wife,,,,10,21,2003,3,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,04010,500204010,1,3,2003,1,1,female,White,White,27,1,Wife,,,,12,24,2002,3,2002,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5007,00677,500700677,1,1,2003,1,1,female,White,White,32,1,"Other, known to Victim",,,,1,18,2003,7,2003,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,03213,500003213,1,12,2004,1,1,female,Hispanic,Hispanic,11,1,Friend,,,,12,1,2004,4,2004,"Personal weapon (hands/feet, etc)","Park, public use area",Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,00502,500200502,1,1,2004,1,1,female,White,White,39,1,Wife,,,,1,23,2004,6,2004,Rifle,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,02792,500202792,1,10,2004,1,1,female,White,White,26,1,Wife,,,,10,2,2004,7,2004,Asphyxiation,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5007,00752,500700752,1,2,2004,1,1,male,Hispanic,Hispanic,28,1,Boyfriend,,,,2,7,2004,7,2004,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,04249,500004249,1,3,2005,1,1,female,White,White,46,1,Girlfriend,,,,3,26,2005,7,2005,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5004,04333,500404333,1,4,2005,1,1,female,White,White,78,1,Wife,,,,4,13,2005,4,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,08822,500008822,1,9,2006,1,1,male,White,White,58,1,Husband,,,,9,11,2006,2,2006,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,09559,500009559,1,12,2006,1,1,female,Hispanic,Hispanic,26,1,Wife,,,,12,22,2006,6,2006,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5001,07034,500107034,1,2,2006,1,1,female,Hispanic,Hispanic,29,1,Wife,,,,2,22,2006,4,2006,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,07259,500207259,1,3,2006,1,1,male,White,White,88,1,Husband,,,,3,18,2006,7,2006,Drugs/Narcotics (overdose),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,10453,500210453,1,4,2007,1,1,female,Hispanic,Hispanic,21,1,Girlfriend,,,,4,15,2007,1,2007,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5001,16284,500116284,1,5,2008,1,1,female,Asian,Asian Indian,85,1,Wife,,,,5,25,2008,1,2008,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,15146,500215146,1,8,2008,1,1,male,Black or African American,Black,39,1,Husband,,,,8,30,2008,7,2008,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,15390,500215390,1,9,2008,1,1,female,Hispanic,Hispanic,30,1,Wife,,,,9,24,2008,4,2008,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,15585,500215585,1,10,2008,1,1,female,White,White,43,1,Girlfriend,,,,9,19,2008,6,2008,Handgun (pistol/revolver),Unknown,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,16954,500216954,1,4,2009,1,1,female,White,White,26,1,Wife,,,,4,22,2009,4,2009,Knife or other stabbing instrument,"Hotel, motel",Domestic Violence,Non-death penalty homicide.
